school_name,dbn,Longitude,Latitude,perc_testtakers,num_testtakers,grade_8_2017_enrollment,pct_poverty_2017_val,Percent Black / Hispanic,predicted_perc_testtakers,Average ELA Proficiency_stdized,pct_math_level_3_or_4_2017_city_diff_stdized,sa_attendance_90plus_2017_stdized,pct_8th_graders_w_hs_credit_2017_city_diff_stdized,min_dist_to_big_three_stdized
"M.S. 267 MATH, SCIENCE & TECHNOLOGY",16K267,-73.932378,40.687938,0.31666666666666665,19.0,60.0,0.354,0.87,0.2469223563717765,-0.2869584817677911,-0.18094957810751403,-1.9351976473067638,0.001955318403333078,-0.7554512276780092
EXPLORE EXCEL CHARTER SCHOOL,84K379,-73.90803000000002,40.642544,0.3898305084745763,23.0,59.0,0.197,0.96,0.2217937655772786,-0.6761326971822718,-0.2246003745372137,0.3985790305656069,-0.9629943136415381,0.03488368015848057
BATTERY PARK CITY SCHOOL,02M276,-74.017528,40.706563,0.6153846153846154,56.0,91.0,0.056,0.15,0.6193353162622149,1.6070226999160104,1.5214314826507747,0.9245005354382531,0.34658018699078713,-1.2378317383916566
CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,28Q072,-73.77561,40.675061,0.19680851063829788,37.0,188.0,0.187,0.83,0.08509744158268467,-0.7020776448765699,-1.0539655067015081,-0.8422670199932949,-0.17035711589039398,1.8688398219583666
CONSELYEA PREPARATORY SCHOOL,14K577,-73.95705699999998,40.715274,0.5921052631578947,90.0,152.0,0.232,0.62,0.45255152486556194,0.8027293213927521,0.43016157190828186,0.9491531059791584,1.0013674373069499,-0.8301124388511388
M.S. 061 DR. GLADSTONE H. ATWELL,17K061,-73.949034,40.663676,0.294478527607362,96.0,326.0,0.257,0.94,0.20614646744806764,-0.4685731156278824,-0.6611083388342107,-0.3163455151206478,-0.5494444713365934,-0.7748986030567181
HYDE LEADERSHIP CHARTER SCHOOL,84X345,-73.885238,40.815594,0.2676056338028169,19.0,71.0,0.415,0.98,0.2706976035541897,-0.33884837715638844,-0.0936479852481146,0.850542823815537,-0.9629943136415381,-0.11762743361549936
RENAISSANCE CHARTER SCHOOL,84Q705,-73.885164,40.749951,0.24074074074074076,13.0,54.0,0.202,0.67,0.3919057169688458,0.2838303675067786,0.4738123683379816,1.0148932940882394,1.242604845318168,0.5326204287919477
THE LEXINGTON ACADEMY,04M072,-73.947448,40.791451,0.13253012048192772,11.0,83.0,0.33,0.95,0.1447608103329381,-0.5723529064050771,-0.8357115245530096,-1.1216628194568878,-0.13589462903164853,0.4579412666531523
P.S./I.S. 113 ANTHONY J. PRANZO,24Q113,-73.861935,40.705242999999996,0.2241379310344828,26.0,116.0,0.057,0.41,0.48389470022226333,0.9065091121699468,0.8230187397755792,0.8998479648973478,2.069704529928057,0.4502953257195726
I.S. 007 ELIAS BERNSTEIN,31R007,-74.186183,40.52409,0.3233082706766917,129.0,399.0,0.083,0.07,0.4495446313770992,1.4513530137502184,1.172225111213177,0.4232316011065113,0.03641780526207848,3.5267714004488746
SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,07X221,-73.920477,40.813507,0.08421052631578947,8.0,95.0,0.513,0.96,0.1743168119853616,-0.7539675402651672,-0.5738067459748114,0.06166056650656641,-1.10084426107652,0.007987498121626833
BRONX ALLIANCE MIDDLE SCHOOL,11X355,-73.840576,40.886043,0.22018348623853207,24.0,109.0,0.289,0.92,0.10155299911610619,-1.1950316510682442,-1.0103147102718084,-1.064140154861442,-0.6183694450540843,-0.6419437151444847
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,84K358,-73.893259,40.663784,0.4310344827586207,25.0,58.0,0.355,0.98,0.5003244682377099,0.3876101582839733,1.6523838719398736,1.1956788113882109,-0.9629943136415381,0.000571040596763935
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,84M861,-73.948335,40.806174,0.30952380952380953,13.0,42.0,0.369,0.98,0.2157006903457851,-0.2869584817677911,-0.44285435668571227,0.07809561353383664,-0.9629943136415381,0.35192598932634894
"I.S. 349 MATH, SCIENCE & TECH.",32K349,-73.927587,40.700818,0.07,7.0,100.0,0.353,0.99,0.19807961052557319,-0.7539675402651672,-0.8357115245530096,0.2753161778610802,1.0702924110244407,-0.6353822592246207
P.S. 047 CHRIS GALAS,27Q047,-73.82017900000002,40.606725,0.0,0.0,10.0,0.16,0.17,0.4243573038442632,1.1140686937243363,0.7793679433458796,0.4150140775928771,-0.2737445764666302,1.673771610775797
P.S. 083 DONALD HERTZ,11X083,-73.858861,40.849167,0.3407079646017699,77.0,226.0,0.244,0.58,0.3331559706929669,0.15410562903528582,-0.006346392388715195,0.7437150181382807,-0.4805194976191026,-0.6632157437632844
THE SCHOOL OF INTEGRATED LEARNING,17K354,-73.937164,40.672272,0.1782178217821782,18.0,101.0,0.327,0.91,0.3397282123834847,0.3876101582839733,-0.0499971888184149,-1.055922631347807,1.104754897883186,-0.7416149475157179
LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,84K517,-73.945611,40.681896,0.7272727272727273,56.0,77.0,0.311,0.96,0.5579343052579957,0.6470596352269601,1.3904790933616753,1.1628087173336712,2.035242043069312,-0.9539360480365594
P.S. 149 SOJOURNER TRUTH,03M149,-73.948256,40.802665999999995,0.0,0.0,26.0,0.343,0.92,0.031285431632748106,-1.1431417556796468,-1.4031718781391058,-1.3846235718932114,-0.9629943136415381,0.4173528068766497
BRONX CHARTER SCHOOL FOR EXCELLENCE,84X255,-73.85854300000003,40.834056,0.7142857142857143,65.0,91.0,0.234,0.78,0.4913773776022381,1.1140686937243363,0.866669536205279,1.3764643286881832,-0.687294418771575,-0.38610083765334596
M.S. 180 DR. DANIEL HALE WILLIAMS,11X180,-73.832178,40.873204,0.5206896551724138,151.0,290.0,0.173,0.92,0.3609876022941153,0.43950005367257067,-0.006346392388715195,0.6040171184064838,0.415505160708278,-0.5128611125090952
I.S. 227 LOUIS ARMSTRONG,30Q227,-73.87417099999998,40.757692,0.44880174291939,206.0,459.0,0.211,0.59,0.5419336724819579,0.9583990075585441,1.477780686221075,1.2121138584154811,1.4838422533293856,0.7817884380679209
P.S. 096 JOSEPH LANZETTA,04M096,-73.937388,40.799987,0.0,0.0,78.0,0.496,0.94,0.07379104811405743,-0.9615271218195566,-1.1412670995609075,-1.2367081486477793,-0.9629943136415381,0.387157447445744
BROOKLYN SCHOLARS CHARTER SCHOOL,84K740,-73.867298,40.669455,0.3376623376623377,26.0,77.0,0.353,0.92,0.292436448032661,-0.23506858637919373,0.12460599690038392,0.1274007546156482,0.1742677526970601,0.3772288538574046
MOTT HALL III,09X128,-73.900304,40.834973,0.6126126126126126,68.0,111.0,0.494,0.98,0.3987695774972474,0.43950005367257067,0.5174631647676813,0.43966664813378153,-0.41159452390161183,-0.5317646430488744
CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,84K744,-73.974233,40.598888,0.25287356321839083,22.0,87.0,0.325,0.72,0.3851441013542293,-0.053453952519103586,0.6047647576270807,0.8751953943564424,1.6561546876231128,0.47606821727605725
LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,84K711,-73.906685,40.655763,0.3875,31.0,80.0,0.3720000000000001,0.98,0.4354148510457705,0.20599552442388316,0.8230187397755792,0.7437150181382807,1.5183047401881309,-0.12069919635881887
J.H.S. 162 THE WILLOUGHBY,32K162,-73.92002,40.706871,0.05925925925925926,8.0,135.0,0.325,0.95,0.1242773974978851,-0.8058574356537646,-1.0103147102718084,-0.7600917848569437,-1.10084426107652,-0.4713308718649469
M.S. M245 THE COMPUTER SCHOOL,03M245,-73.978085,40.781081,0.5426356589147286,70.0,129.0,0.128,0.4,0.611286718707911,1.6329676476103085,1.477780686221075,1.3107241405791024,1.5183047401881309,0.011334645385258572
KINGS COLLEGIATE CHARTER SCHOOL,84K608,-73.942071,40.677469,0.3253012048192771,27.0,83.0,0.221,0.99,0.48326484374730727,0.33572026289537593,0.9103203326349787,1.06419843517005,2.0007795562105666,-0.8652811967147777
MADIBA PREP MIDDLE SCHOOL,16K681,-73.931488,40.691976000000004,0.4166666666666667,20.0,48.0,0.349,0.97,0.1365746110093197,-0.9355821741252573,-1.0103147102718084,-0.9490948256705514,0.20873023955580552,-0.737921003156145
EXCELLENCE BOYS CHARTER SCHOOL,84K593,-73.925849,40.683447,0.5416666666666666,39.0,72.0,0.316,0.96,0.5012986347610244,0.23194047211818125,1.2595267040725764,0.9573706294927935,1.8629296087755849,-0.6386571976347281
J.H.S. 123 JAMES M. KIERAN,08X123,-73.873517,40.824884,0.09649122807017543,11.0,114.0,0.42,0.99,0.1224032466907497,-1.013417017208154,-0.8357115245530096,-1.0394875843205367,-0.7562193924890658,-0.28915721332362954
EXCELLENCE GIRLS CHARTER SCHOOL,84K712,-73.924441,40.688119,0.7023809523809523,59.0,84.0,0.304,0.95,0.5587721607018397,1.1659585891129336,1.3031775005022759,0.5875820713792135,1.2770673321769128,-0.6234093978486905
I.S. 211 JOHN WILSON,18K211,-73.895658,40.643163,0.1935483870967742,36.0,186.0,0.241,0.98,0.20991526710898484,-0.1831786909905964,-0.6611083388342107,-0.03694971565705401,-0.514981984477848,0.186531586117678
M.S. 255 SALK SCHOOL OF SCIENCE,02M255,-73.981697,40.735118,0.8503937007874016,108.0,127.0,0.073,0.13,0.8506224423570337,3.1377746138796305,2.569050596963567,1.4422045167972641,1.44937976647064,-0.8399610744810176
BROOKLYN ASCEND CHARTER SCHOOL,84K652,-73.920703,40.662056,0.5925925925925926,48.0,81.0,0.253,0.98,0.3850035513489267,0.024380890563791863,0.6920663504864801,1.0477633881427797,-0.9629943136415381,-0.3917024923431172
P.S. 288 THE SHIRLEY TANYHILL,21K288,-73.99247700000002,40.57427,0.0,0.0,49.0,0.386,0.9,0.054098597458121234,-0.9096372264309592,-1.0539655067015081,-2.247463540824897,-0.9629943136415381,1.0280146704573083
J.H.S. 062 DITMAS,20K062,-73.97124000000002,40.638574,0.25060240963855424,104.0,415.0,0.248,0.55,0.2813653666477028,-0.33884837715638844,-0.1372987816778143,0.8094552062473616,-0.30820706332537556,-0.3888395694484068
ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,08X376,-73.855654,40.821448,0.14285714285714285,9.0,63.0,0.37,0.91,0.15232487118788626,-0.5464079587107779,-0.7047591352639105,-1.5243214716250082,-1.10084426107652,-0.1184651204743498
P.S. 164 QUEENS VALLEY,25Q164,-73.823164,40.721159,0.4470588235294118,38.0,85.0,0.139,0.32,0.4370427063435576,1.062178798335739,0.6047647576270807,0.5054068362428624,1.1392173847419316,1.1580564653905796
I.S. 096 SETH LOW,21K096,-73.984972,40.608043,0.4956521739130435,114.0,230.0,0.245,0.38,0.2890276206422092,-0.23506858637919373,0.12460599690038392,0.08631313704747265,-0.17035711589039398,0.28077640287098293
CITY KNOLL MIDDLE SCHOOL,02M933,-73.997896,40.753389,0.19318181818181815,17.0,88.0,0.17800000000000002,0.67,0.2972241727199736,0.41355510597827255,-0.3555527638263128,-0.4231733207979042,-0.514981984477848,-0.6728611944670785
SUMMIT ACADEMY CHARTER SCHOOL,84K730,-74.004818,40.677847,0.17073170731707318,7.0,41.0,0.391,0.92,0.2642787142256778,-0.7020776448765699,-0.0499971888184149,-0.9737473962114558,0.9324424635894589,-0.965869379309224
HARRIET TUBMAN CHARTER SCHOOL,84X706,-73.905817,40.832271999999996,0.3380281690140845,24.0,71.0,0.488,0.98,0.3560832338680051,-0.10534384790770093,0.7357171469161798,-0.43139084431153935,-0.9629943136415381,-0.45534142016522444
I.S. 347 SCHOOL OF HUMANITIES,32K347,-73.927587,40.700818,0.1264367816091954,11.0,87.0,0.35600000000000004,0.96,0.19448978545273404,-0.7539675402651672,-0.617457542404511,-0.045167239170690036,-0.30820706332537556,-0.6353822592246207
CITY COLLEGE ACADEMY OF THE ARTS,06M293,-73.930066,40.86082,0.16666666666666666,13.0,78.0,0.332,0.97,0.4474279608635395,0.6211146875326609,0.4738123683379816,0.7765851121928211,1.6216922007643673,-0.7373971538881873
WASHINGTON HEIGHTS ACADEMY,06M366,-73.92160200000002,40.865573,0.3,15.0,50.0,0.353,0.95,0.4105367848060316,0.07627078595238922,0.866669536205279,0.1931409427247291,-0.4805194976191026,-0.9109989926907034
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,14K614,-73.938707,40.705023,0.0,0.0,43.0,0.332,0.91,0.22759978483224103,-0.053453952519103586,-0.7047591352639105,-0.1684300918752158,-1.031919287359029,-0.7693437281455108
J.H.S. 194 WILLIAM CARR,25Q194,-73.806977,40.78322,0.392,147.0,375.0,0.109,0.31,0.44710398224373127,0.8546192167813494,0.9539711290646783,0.6204521654337549,0.1053427789795693,1.010955425151449
FORT GREENE PREPARATORY ACADEMY,13K691,-73.971627,40.694425,0.2073170731707317,17.0,82.0,0.387,0.93,0.13528313748136103,-0.7020776448765699,-1.0976163031312078,-2.1981583997430865,0.03641780526207848,-1.3459285953591302
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,84M065,-73.948862,40.810555,0.24761904761904766,26.0,105.0,0.388,0.98,0.3355478405175104,0.15410562903528582,0.43016157190828186,0.1438358016429175,-1.10084426107652,0.27536850128860113
ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,04M825,-73.932694,40.794167,0.24390243902439024,20.0,82.0,0.388,0.94,0.15628074136904546,-0.7799124879594653,-0.6611083388342107,-0.9573123491841855,0.34658018699078713,0.47501327546207156
I.S. 117 JOSEPH H. WADE,09X117,-73.908447,40.84852100000001,0.0,0.0,223.0,0.48,0.97,0.10247881572580658,-1.2988114418454388,-1.0539655067015081,-0.3820857032297287,-0.7562193924890658,-0.7784924995895004
KAPPA III,12X316,-73.88653199999997,40.845682,0.2786885245901639,34.0,122.0,0.471,0.95,0.27420551778427427,-0.2869584817677911,-0.3119019673966132,0.07809561353383664,0.38104267384953255,-0.7754579430050759
BRONX DANCE ACADEMY SCHOOL,10X308,-73.878058,40.885328,0.2065217391304348,19.0,92.0,0.375,0.97,0.2823790340978554,-0.053453952519103586,-0.2246003745372137,-0.3245630386342829,-1.10084426107652,-1.231713359382995
ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,07X343,-73.91839,40.810207,0.30392156862745096,31.0,102.0,0.522,0.99,0.2646923127062031,-0.4685731156278824,-0.006346392388715195,-0.1026899037661358,0.1053427789795693,0.06583643150332269
NEW DIRECTIONS SECONDARY SCHOOL,09X350,-73.911386,40.839654,0.0,0.0,68.0,0.462,0.98,-0.02330155088507041,-1.6620407095656202,-1.359521081709406,-3.8580981494973776,-1.10084426107652,-0.5808454620466762
P.S. 007 SAMUEL STERN,04M007,-73.939323,40.800631,0.0,0.0,42.0,0.461,0.92,0.2155230295926296,-0.2869584817677911,-0.44285435668571227,-1.1874030075659687,0.5878175950020049,0.38786766720340393
GREAT OAKS CHARTER SCHOOL,84M202,-73.991656,40.719935,0.38028169014084506,27.0,71.0,0.34700000000000003,0.75,0.2703374425546611,-0.4426281679335831,-0.1372987816778143,0.2753161778610802,-1.10084426107652,-1.1227638040942776
NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,02M312,-74.002371,40.74257100000001,0.9367816091954024,163.0,174.0,0.165,0.1,0.8332963914630396,2.8004902938537484,2.569050596963567,1.5572498459881556,1.6906171744818577,-0.9208719058952509
STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,31R861,-74.16443199999998,40.620326,0.3469387755102041,34.0,98.0,0.17,0.63,0.35227311463428423,0.6470596352269601,0.43016157190828186,0.1931409427247291,-0.03250716845541232,1.8013756282530928
P.S. 181 BROOKLYN,17K181,-73.945911,40.64809,0.3181818181818182,28.0,88.0,0.223,0.95,0.13792404307315656,-0.7020776448765699,-1.0539655067015081,-0.4889135089069842,-0.687294418771575,-0.46414011256874166
THE MOTT HALL SCHOOL,06M223,-73.952104,40.816171999999995,0.9878048780487804,81.0,82.0,0.331,0.93,0.5573943670364443,1.2178484845015298,1.3468282969319756,0.5793645478655793,1.9663170693518213,0.20538917936423193
BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,84K648,-73.932378,40.687938,0.4868421052631579,37.0,76.0,0.33,0.95,0.4439731825190322,-0.13128879560199905,0.9539711290646783,0.8012376827337255,1.8284671219168396,-0.7554512276780092
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,07X551,-73.925999,40.81366,0.0,0.0,81.0,0.526,0.97,0.028812527239582553,-1.1950316510682442,-1.1849178959906073,-3.093868462729313,-0.9629943136415381,0.037441546862053934
THEATRE ARTS PRODUCTION COMPANY SCHOOL,10X225,-73.897036,40.854655,0.09230769230769233,6.0,65.0,0.434,0.95,0.24409360155751295,-0.41668322023928506,-0.39920356025601256,-0.6779165497205927,0.1398052658383147,-0.9651675535010734
"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH SCHOOL",01M539,-73.979239,40.7195,1.0413223140495869,126.0,121.0,0.152,0.2,0.8822727712807528,3.34533419543402,2.612701393393267,1.2367664289563864,2.4143293985155116,-0.9177237329775945
I.S. 125 THOM J. MCCANN WOODSIDE,24Q125,-73.918649,40.741091,0.46815834767642,272.0,581.0,0.214,0.54,0.37688542566996713,0.2838303675067786,0.43016157190828186,0.7108449240837402,0.001955318403333078,0.00236503165275887
NEW WORLD PREPARATORY CHARTER SCHOOL,84R073,-74.13707099999998,40.639517,0.203125,26.0,128.0,0.28800000000000003,0.94,0.26797907887662215,-0.23506858637919373,-0.0499971888184149,1.2696365230109268,-0.3771320370428664,1.1820854663259186
P.S. 165 IDA POSNER,23K165,-73.910944,40.657196,0.0,0.0,28.0,0.322,0.97,0.057428194031070606,-1.0912518602910495,-1.1849178959906073,-2.181723352715816,-0.9629943136415381,-0.1974631072175458
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,06M346,-73.94244599999998,40.833487,0.17777777777777778,16.0,90.0,0.363,0.98,0.18931392036074335,-0.5982978540993752,-0.7484099316936101,0.38214398353833573,-0.342669550184121,-0.19035771340608681
I.S. 392,23K392,-73.917884,40.665296999999995,0.5054945054945055,46.0,91.0,0.32,0.91,0.499796513763632,1.3216282752787245,0.6047647576270807,0.5629295008383082,1.6216922007643673,-0.38650573172932445
M.S. 582,14K582,-73.93952900000002,40.708781,0.0,0.0,85.0,0.35,0.95,0.16870266263498507,-0.41668322023928506,-1.0103147102718084,-0.18486513890248693,-1.10084426107652,-0.7371422264073613
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,31R063,-74.15935999999998,40.581969,0.5,70.0,140.0,0.122,0.27,0.4311874594419616,1.2697383798901272,0.7357171469161798,0.6779748300291988,0.48443013442576877,2.3442868684578215
NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,09X328,-73.91377299999998,40.827748,0.3620689655172414,21.0,58.0,0.473,0.98,0.08512108681986039,-1.1431417556796468,-1.0539655067015081,-1.1545329135114282,-1.10084426107652,-0.32287405986913875
P.S./I.S. 116 WILLIAM C. HUGHLEY,29Q116,-73.78191600000002,40.70076,0.16666666666666666,10.0,60.0,0.195,0.92,0.09560785006384817,-0.7280225925708691,-0.8357115245530096,-0.8669195905342002,-0.9629943136415381,1.7599397914310018
P.S./I.S. 087 MIDDLE VILLAGE,24Q087,-73.871298,40.711906,0.26666666666666666,12.0,45.0,0.196,0.51,0.29328415126257384,0.41355510597827255,-0.006346392388715195,-0.9408773021569153,-0.9629943136415381,0.3319281325295789
KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,27Q282,-73.763979,40.601532,0.4883720930232558,42.0,86.0,0.243,0.92,0.3016923957071441,0.25788541981248053,-0.1372987816778143,1.5983374635563312,1.8629296087755849,2.5332737962516756
P.S. 171 PATRICK HENRY,04M171,-73.951449,40.792304,0.4526315789473685,43.0,95.0,0.374,0.89,0.48571242694964123,0.8027293213927521,1.172225111213177,-0.13555999782067535,1.5183047401881309,0.4368135185007176
